id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6316239,"1.5 blks.to beach, Hottub Firepit, Best Location!",4843982,Geoff & Katie,,City of Santa Cruz,36.95326,-122.05395,Entire home/apt,574,2,228,2022-09-18,2.64,1,265,31,
6317885,Westside Home close to UC+Dwntwn,5146239,David,,City of Santa Cruz,36.97631,-122.03572,Entire home/apt,208,30,203,2022-03-07,2.28,1,269,1,
6318224,Charming Seabright Beach Bungalow,31309636,Colleen,,City of Santa Cruz,36.97122,-122.00749,Entire home/apt,354,7,182,2022-09-18,2.04,1,72,19,
6361793,Shorebirds 263,29898175,At The Dunes,,Unincorporated Areas,36.8736,-121.82304,Entire home/apt,413,1,59,2022-08-06,0.66,32,332,8,
6423559,Capitola Village Beach Cottage Living!,24413952,Power West,,City of Capitola,36.97542,-121.95308,Entire home/apt,287,2,184,2022-09-11,2.09,29,340,13,
6434158,"Family Friendly, Cozy, Close to Everything  3BR",33585137,Hal,,City of Santa Cruz,36.9784,-122.00927,Entire home/apt,225,4,68,2022-08-06,0.76,1,29,7,
6434246,Capitola Village Getaway! - Steps from River walk,24413952,Power West,,City of Capitola,36.97365,-121.9551,Entire home/apt,342,2,251,2022-09-18,2.83,29,356,18,
6476975,3 bedroom home in Santa Cruz/Capitola with hot tub,31477803,Cora,,City of Capitola,36.97844,-121.97087,Entire home/apt,500,2,6,2022-09-05,0.07,1,33,2,
6478476,A Nice Place to Sleep,19756468,Sam,,Unincorporated Areas,37.11729,-122.10143,Private room,68,1,97,2022-09-05,1.11,1,0,32,
6482511,Cozy Room in Big House in the Woods,1456416,Mark & Wendy,,Unincorporated Areas,37.16108,-122.01311,Private room,99,1,80,2022-08-27,0.90,2,358,9,
6492396,Westside Santa Cruz Modern Beach Bungalow,33932299,Veda,,City of Santa Cruz,36.95725,-122.04131,Entire home/apt,256,2,416,2022-09-12,5.44,1,25,81,
6502369,Oceanfront Condo at Pajaro Dunes,24413952,Power West,,Unincorporated Areas,36.87343,-121.82246,Entire home/apt,399,2,135,2022-09-05,1.53,29,2,12,
6562632,The Hummingbird Haven,24281,Kitty And Michael,,Unincorporated Areas,37.01024,-121.88409,Entire home/apt,114,2,529,2022-09-25,6.56,2,137,87,
6623286,Central Modern Cottage,6002,Lora,,City of Santa Cruz,36.97917,-122.01665,Entire home/apt,199,28,9,2021-07-25,0.10,1,133,0,
6643947,Midtown Garden Cottage,34775074,Lori,,City of Santa Cruz,36.98396,-122.01313,Entire home/apt,99,40,139,2022-04-30,1.57,1,174,2,
6644667,The Corner @ Cowell's Beach,34779430,Josie,,City of Santa Cruz,36.96294,-122.02491,Entire home/apt,289,2,170,2022-09-12,1.93,1,227,31,
6659455,Pelican 26,29898175,At The Dunes,,Unincorporated Areas,36.853111,-121.810799,Entire home/apt,466,1,58,2022-09-11,0.67,32,339,10,
6676809,"A Total ""Distanced"" Coastal Experience!",13709231,Marc,,Unincorporated Areas,36.873631,-121.823524,Entire home/apt,317,2,339,2022-09-22,3.83,1,264,63,
6713096,House 85,29898175,At The Dunes,,Unincorporated Areas,36.85482,-121.81193,Entire home/apt,816,1,1,2018-11-18,0.02,32,293,0,
6715172,Cypress Grove 5,29898175,At The Dunes,,Unincorporated Areas,36.86684,-121.818077,Entire home/apt,734,1,76,2022-09-11,0.88,32,340,7,
6715446,House 16,29898175,At The Dunes,,Unincorporated Areas,36.86374,-121.81702,Entire home/apt,635,1,20,2022-06-05,0.24,32,328,6,
6715845,House 33,29898175,At The Dunes,,Unincorporated Areas,36.861298,-121.815849,Entire home/apt,1107,1,40,2022-08-22,0.49,32,327,8,
6761306,House 98,29898175,At The Dunes,,Unincorporated Areas,36.859413,-121.814575,Entire home/apt,990,1,28,2022-08-28,0.32,32,172,9,
6765378,Pelican Point 12,29898175,At The Dunes,,Unincorporated Areas,36.853172,-121.810928,Entire home/apt,466,1,93,2022-09-23,1.08,32,298,20,
6766236,Pelican Point 68,29898175,At The Dunes,,Unincorporated Areas,36.852924,-121.810036,Entire home/apt,635,1,18,2021-10-24,0.21,32,286,2,
6779052,Pelican 70,29898175,At The Dunes,,Unincorporated Areas,36.85289,-121.80985,Entire home/apt,640,1,56,2022-08-18,0.64,32,262,13,
6779182,Pelican 80,29898175,At The Dunes,,Unincorporated Areas,36.88208,-121.82742,Entire home/apt,422,1,24,2022-06-24,0.27,32,336,3,
6780071,Shorebirds 11,29898175,At The Dunes,,Unincorporated Areas,36.8697,-121.8213,Entire home/apt,379,1,22,2021-10-17,0.25,32,339,1,
6809157,Beach Condo Shorebirds 51,29898175,At The Dunes,,Unincorporated Areas,36.87254,-121.8197,Entire home/apt,347,1,50,2022-09-18,0.58,32,330,8,
6809514,Shorebirds 175,29898175,At The Dunes,,Unincorporated Areas,36.87268,-121.82257,Entire home/apt,303,1,15,2022-09-03,0.18,32,351,7,
6810032,Shorebirds 196,29898175,At The Dunes,,Unincorporated Areas,36.87252,-121.81969,Entire home/apt,393,1,68,2022-08-20,0.78,32,347,13,
6810159,Shorebirds 199,29898175,At The Dunes,,Unincorporated Areas,36.872524,-121.819687,Entire home/apt,393,1,48,2022-08-04,0.62,32,319,10,
6821803,Shorebirds 275,29898175,At The Dunes,,Unincorporated Areas,36.872524,-121.819687,Entire home/apt,309,1,2,2021-09-19,0.03,32,331,0,
6822194,Bedroom w/private bath - great separation of space,35729179,Jeanie,,City of Watsonville,36.90848,-121.77356,Private room,60,1,260,2022-09-25,2.93,1,90,43,
6870012,Seabright Cottage,11542280,Grace,,City of Santa Cruz,36.96917,-122.0102,Entire home/apt,176,6,81,2022-09-13,0.93,1,189,17,
6911216,Lovely Room in the Gorgeous Santa Cruz Mtns!,36217665,Judy,,Unincorporated Areas,37.09217,-122.01927,Entire home/apt,136,14,54,2021-07-08,0.62,1,55,0,
6991457,Chalet Apt. in Santa Cruz Mountains,36655296,Neal,,Unincorporated Areas,37.11628,-121.98673,Entire home/apt,84,1,574,2022-09-20,6.50,1,290,88,
6994097,Cozy 3BD Pleasure Point Bungalow,6375986,Ian & Colleen,,City of Capitola,36.96565,-121.97065,Entire home/apt,225,2,165,2022-09-24,1.91,1,328,75,
7008750,Amazing Coastal Beach House!!! Entire Home Rental!,36731699,Olson,,Unincorporated Areas,37.01058,-122.19386,Entire home/apt,279,2,186,2022-09-18,2.11,1,350,22,
7064606,Surfer Suite in Aptos Ca.,18333870,Chris,,Unincorporated Areas,36.97898,-121.90158,Entire home/apt,97,30,96,2022-09-17,1.11,4,248,3,
7071301,"Sunny, modern/contemporary one-bedroom.",13109799,Barry,,City of Santa Cruz,36.97377,-122.0079,Entire home/apt,160,3,209,2022-09-13,2.38,1,89,24,
7114567,Sunny Cottage + Hot Tub near UCSC,277139,Erin,,City of Santa Cruz,36.9787,-122.04404,Entire home/apt,260,2,436,2022-09-21,5.13,1,281,70,
7132282,Artists' Bungalow 1 Block From Sea,37355250,Justin,,Unincorporated Areas,36.96423,-121.99036,Entire home/apt,179,3,65,2022-09-25,1.29,1,138,19,
7264046,"Safe, Steps To Beach, Spa, Near Harbor, Pets Okay!",38030658,Shyamal,,Unincorporated Areas,36.96328,-121.99397,Entire home/apt,330,2,125,2022-09-19,1.46,1,229,46,
7265782,Large 6 BD House Downtown Walk to Beach Boardwalk,38043035,Rex,,City of Santa Cruz,36.96674,-122.02652,Entire home/apt,552,1,335,2022-09-11,3.87,5,331,40,
7271704,Views of Monterey Bay from a Tranquil Guest Room,5944077,Judy,,Unincorporated Areas,36.99937,-121.87739,Private room,235,2,156,2022-09-21,1.79,2,360,38,
7297027,Roomy Downtown 4B+ House Walk to Beach Boardwalk!,38043035,Rex,,City of Santa Cruz,36.96657,-122.0267,Entire home/apt,484,1,95,2022-08-11,1.09,5,165,4,
7297333,Spacious Downtown 2+ BD Walk to Beach & Boardwalk!,38043035,Rex,,City of Santa Cruz,36.96754,-122.02509,Entire home/apt,295,1,155,2021-01-17,1.77,5,180,0,
7302109,Be part of our family!,6562410,Brenda,,City of Santa Cruz,36.97492,-122.01115,Private room,96,2,163,2022-09-11,1.86,1,238,37,
7310827,Secret Garden Cottage,26389231,Kate,,Unincorporated Areas,36.97408,-121.9835,Entire home/apt,101,2,116,2022-09-19,1.32,1,1,10,
7404661,Private Charming Garden Apartment,38802841,Jackie,,Unincorporated Areas,36.99991,-121.94965,Entire home/apt,185,2,17,2022-09-19,0.19,1,64,5,
7458464,Ricketts' Retreat,39061742,Liza,,City of Santa Cruz,36.96732,-121.99854,Entire home/apt,321,3,56,2022-06-13,0.65,1,314,13,
7474325,Sunny Private Downtown Studio,38189119,Dianne,,City of Santa Cruz,36.96967,-122.02541,Entire home/apt,217,1,897,2022-09-18,10.32,2,344,89,
7515729,Pleasure Point Beach Hideaway,16839432,Courtney,,City of Capitola,36.96,-121.97083,Entire home/apt,130,1,483,2022-09-09,5.69,5,342,78,
7577328,The Cottage Getaway by the Sea,252410177,Stacia,,Unincorporated Areas,36.9601,-121.89044,Entire home/apt,242,7,588,2022-09-23,6.76,1,278,43,
7584838,Friendly Farm stay at Weltevrede,10270042,Andrew,,Unincorporated Areas,36.96574208956925,-121.8702959370851,Private room,100,1,1,2022-09-18,1,1,314,1,
7638635,Ocean Front Beach Home Steps to the Beach & Ocean,40080329,Rochelle,,Unincorporated Areas,36.9281,-121.85877,Entire home/apt,602,2,165,2022-09-23,1.91,1,293,23,
7679958,"Private Suite, Garden View, Hot Tub",40305695,Susan,,Unincorporated Areas,37.00345,-121.85737,Private room,170,2,189,2022-09-19,2.18,1,43,12,
7715745,PELICAN COTTAGE SEASIDE ESCAPE,40535385,Teri,,City of Capitola,36.97821,-121.95354,Entire home/apt,175,30,22,2019-11-22,0.26,1,238,0,
7819481,Midtown to All Things Santa Cruz,7016179,Jocelyn,,City of Santa Cruz,36.98143,-122.01352,Entire home/apt,197,3,117,2022-07-09,1.36,1,2,1,
7897651,Stay by the Beach near Capitola!,41640220,Paulette,,Unincorporated Areas,36.98831,-121.95515,Private room,70,1,460,2022-09-08,5.32,1,137,64,
8000783,Victorian Treasure w/ Private Bathroom in Downtown,3756788,Brion,,City of Santa Cruz,36.97456,-122.03034,Private room,110,6,12,2022-07-21,0.30,5,158,5,
8032281,West Side Quiet Luxury Condo,29037392,Hal,,City of Santa Cruz,36.96439,-122.05285,Entire home/apt,175,29,12,2022-05-31,0.16,1,266,3,
8050054,Romantic getaway to Seascape Resort,34077636,Ling,,Unincorporated Areas,36.94772,-121.87369,Entire home/apt,379,1,192,2022-09-11,2.25,1,340,49,
8055224,Brite n cozy bungalow near downtown,4226951,Zeke,,City of Santa Cruz,36.97148,-122.02008,Entire home/apt,159,30,0,,,1,0,0,
8132251,Sunny midtown garden suite ideal locale,19176769,Kimlin,,City of Santa Cruz,36.98205,-122.01183,Entire home/apt,138,3,154,2022-08-22,1.80,2,1,22,
8250452,Beach Oasis in Downtown Santa Cruz,43507088,Ali,,City of Santa Cruz,36.97121,-122.02746,Entire home/apt,537,1,51,2022-09-12,4.50,1,246,51,
8293949,Romantic Treehouse in the Redwoods,14658925,Robin,,Unincorporated Areas,37.03636,-122.14403,Entire home/apt,469,2,231,2022-09-12,3.77,4,3,78,
8294604,500 feet from the ocean/Rio del Mar,11589109,Myriam,,Unincorporated Areas,36.97063,-121.90516,Entire home/apt,200,2,121,2022-09-16,1.43,1,244,39,
8366607,Seacliff House -  near Seacliff Beach!,43908996,John,,Unincorporated Areas,36.97429,-121.91582,Entire home/apt,208,2,245,2022-09-11,2.87,1,179,44,
8391779,The Beach House,42060021,Siobhan,,Unincorporated Areas,36.923,-121.85428,Entire home/apt,444,3,47,2022-09-25,0.56,1,357,19,
8471582,Cozy Pied-a-Terre in Downtown Santa Cruz,38189119,Dianne,,City of Santa Cruz,36.96907,-122.0268,Entire home/apt,227,1,479,2022-09-25,6.07,2,333,56,
8608353,1 mi. to beach & 2 mi. to Redwoods,2025001,Regina,,City of Santa Cruz,36.98454,-122.02479,Private room,90,1,242,2022-09-11,2.87,1,58,28,
8652925,Pleasure Point Gem,29075226,Suzanne,,City of Capitola,36.95677,-121.97295,Entire home/apt,425,2,11,2022-09-18,2.84,1,143,11,
8688179,Blacks Beach Retreat-Steps to Sand,45617858,Laurie,,Unincorporated Areas,36.96294,-121.99164,Entire home/apt,364,2,45,2022-09-16,0.57,1,295,15,
8739457,Davenport Landing Beach: Windsurfer's/Pet's Dream,45849004,Ginaia,,Unincorporated Areas,37.0246,-122.2133,Entire home/apt,600,7,7,2017-01-02,0.09,1,0,0,
8742182,Cozy guest house,45862270,Patricia,,Unincorporated Areas,37.16769,-122.04,Entire home/apt,105,1,644,2022-09-11,7.68,3,158,34,
8759787,Mountain Penthouse,45862270,Patricia,,Unincorporated Areas,37.16588,-122.04305,Entire home/apt,210,2,223,2022-09-25,2.67,3,163,32,
8764158,Comfy Cove,45862270,Patricia,,Unincorporated Areas,37.16808,-122.0425,Private room,85,1,313,2022-08-28,4.01,3,112,21,
8778438,"Quiet near beach, greenbelt, town!",46016246,Lynwood,,City of Santa Cruz,36.98018,-121.99666,Private room,111,1,348,2022-09-18,4.38,1,26,86,
8972283,Beach!Great for Traveling Nurses! Great for dogs!,46884769,Marise And Jon,,Unincorporated Areas,36.98455,-121.89039,Entire home/apt,85,30,40,2022-08-31,0.48,1,272,6,
9005789,Modern Coastal Bungalow w/ Loft,28481598,Marilyn,,Unincorporated Areas,37.00601,-121.94863,Entire home/apt,150,5,112,2022-08-18,1.36,1,325,11,
9031617,Luxurious Monterey Bay Home w/Private Beach access,15829998,Jesse,,Unincorporated Areas,36.94099,-121.85959,Entire home/apt,799,1,90,2022-09-05,1.07,1,353,9,
9090909,quiet room w/kitchen; 3 blocks to downtown,34234875,Stephanie,,City of Santa Cruz,36.98201,-122.02835,Private room,65,2,358,2022-09-04,4.26,2,334,48,
9211107,Aptos Vacation Home,37101155,Thomas And Kelly,,Unincorporated Areas,36.96822,-121.8759,Entire home/apt,421,3,111,2022-09-05,1.33,1,345,15,
9212885,Private Bedroom and Bath Near UCSC Campus,4018782,Ajay,,City of Santa Cruz,36.97702,-122.05626,Private room,99,1,55,2022-08-21,1.43,1,0,23,
9279802,Quiet Cottage,6513550,Jennifer,,City of Santa Cruz,36.97486,-122.04562,Entire home/apt,85,30,97,2022-03-20,1.23,1,89,11,
9315936,New Modern Light filled Studio,48353362,Erik & Marina,,Unincorporated Areas,36.98527,-121.9838,Entire home/apt,136,2,301,2022-09-11,3.61,1,302,32,
9478896,Seascape Ocean View Condo,49131728,Kristina Ema,,Unincorporated Areas,36.95181,-121.87767,Entire home/apt,457,2,152,2022-04-07,1.83,1,0,9,
9551203,"Westside, Ocean View, clean, safe",48862144,Patsy,,City of Santa Cruz,36.96672,-122.04765,Private room,100,2,208,2022-09-12,2.61,1,270,4,
9614747,quiet condo w/kitchen: 3 blks 2 dwntwn,34234875,Stephanie,,City of Santa Cruz,36.98047,-122.02889,Entire home/apt,110,2,55,2022-07-24,0.67,2,0,7,
9837961,Hawaiian Beach House-1 block beach-Family Friendly,50658872,Lori,,Unincorporated Areas,36.96164,-121.98303,Entire home/apt,370,4,68,2022-08-20,0.84,2,328,19,
9895288,Walk to Seabright Beach from the Doane Cottage!,15867956,Surf City,,City of Santa Cruz,36.96571,-122.01037,Entire home/apt,200,30,24,2022-07-06,0.29,56,0,1,
9896752,Vintage Creekside Hideaway – Walk to Henry Cowell,48720102,Brianna + Nate,,Unincorporated Areas,37.04275,-122.07655,Entire home/apt,134,2,264,2022-09-05,3.24,1,325,27,
10061083,"Glenwood Getaway, cozy 1BR/1BA in Santa Cruz Mtns",49523685,Lisa,,Unincorporated Areas,37.08334,-122.00672,Entire home/apt,249,2,8,2022-08-22,1.98,2,60,8,
10087785,Gorgeous View Between  Beach & Mountains,25270059,Sharon,,Unincorporated Areas,36.96598,-121.87535,Entire home/apt,228,2,221,2022-09-13,2.69,1,166,23,
10104373,Sunlit Surf Studio - Downtown - Walk to Beach!,14970074,Michael And Ashlie,,City of Santa Cruz,36.967484,-122.024506,Private room,152,1,525,2022-09-22,6.98,5,73,124,
10249265,Cottage over Mountain Pond!,10041181,Howard,,Unincorporated Areas,37.04361,-122.15002,Entire home/apt,168,2,323,2022-09-26,3.96,3,72,57,
10254652,Zen Garden Sanctuary,34221084,Diana,,City of Santa Cruz,36.95168,-122.05022,Private room,135,2,290,2022-09-19,3.55,1,304,66,
10320033,Cozy Harborside Family Home 1 block to harbor,48538434,Melissa,,City of Santa Cruz,36.97149,-121.99754,Entire home/apt,383,6,14,2022-08-04,0.18,1,120,3,
10338963,Santa Cruz Westside is the Bestside,4475615,Serena,,City of Santa Cruz,36.95942,-122.03036,Entire home/apt,157,28,33,2022-09-12,0.41,1,47,2,
10478070,Lovely Comfortable Guest Suite in La Selva Beach,54005018,Ray And Cathy,,Unincorporated Areas,36.94567,-121.8539,Private room,111,1,377,2022-09-22,4.64,1,50,12,
10617713,Bag End,54795841,Carl,,City of Santa Cruz,36.95554,-122.03767,Entire home/apt,385,4,165,2022-08-15,2.04,2,277,18,
10632491,vintage50s bungalow/goldenoak floors/sweet garden,8655019,Elizabeth,,City of Santa Cruz,36.98445,-122.01721,Entire home/apt,99,30,176,2022-09-16,2.16,1,44,8,
10654616,Private suite in artist's home,1125579,Sefla,,City of Watsonville,36.92033,-121.77727,Entire home/apt,107,2,62,2020-03-10,0.77,1,239,0,
10658434,Bagshot Row,54795841,Carl,,City of Santa Cruz,36.95336,-122.03675,Entire home/apt,350,4,166,2022-09-13,2.11,2,328,24,
10770524,Iconic W.Cliff Location With Views!,51003705,Bailey Property Management,,City of Santa Cruz,36.95047,-122.04604,Entire home/apt,610,3,23,2022-08-06,0.32,36,272,8,
10970944,Beach House in Santa Cruz with Pool and Spa,56918766,Ken & Brigit,,Unincorporated Areas,36.96454,-121.9848,Entire home/apt,574,3,113,2022-09-05,1.40,1,280,19,
10988212,Aptos Luxury Condo with Ocean Views,50855618,Rhea,,Unincorporated Areas,36.96708,-121.90365,Entire home/apt,239,1,395,2022-08-31,4.90,1,219,65,
10995673,Charming West-Side Pied-a-Terre,7609624,Shelby,,City of Santa Cruz,36.95971,-122.04414,Entire home/apt,132,4,266,2022-09-27,3.37,1,85,44,
11059527,Lighthouse,39753425,Beachnest,,Unincorporated Areas,36.961739,-121.995407,Entire home/apt,1017,1,5,2022-04-24,0.07,12,359,3,
11210011,Sunny Beach House With Hot Tub,51003705,Bailey Property Management,,Unincorporated Areas,36.97086,-121.90649,Entire home/apt,504,3,26,2022-09-18,0.33,36,165,9,
11228895,Rio Del Mar Modern Coastal bungalow near beach!,19309318,Liz,,Unincorporated Areas,36.97188,-121.90438,Entire home/apt,234,2,185,2022-09-12,2.30,2,308,55,
11306617,In the Heart of Capitola Village,59112413,Debbie And Mitch,,City of Capitola,36.9741,-121.95384,Entire home/apt,328,2,61,2022-08-21,0.78,1,290,8,
11419729,Summertime @ Modern Beach House,258675,Terry & Clint,,City of Santa Cruz,36.96788,-122.011841,Entire home/apt,231,2,44,2022-09-18,0.58,2,0,9,
11482665,Classic Beach House - Walk to Seacliff Beach,60442573,Colm,,Unincorporated Areas,36.97979,-121.91838,Entire home/apt,317,2,178,2022-09-23,2.28,1,218,46,
11493591,Chic Rio Del Mar Oasis,51003705,Bailey Property Management,,Unincorporated Areas,36.97183,-121.90424,Entire home/apt,345,4,23,2022-08-13,0.40,36,277,9,
11555855,OCEAN VIEW beach home near Natural Bridges,10857742,Hang,,City of Santa Cruz,36.94757,-122.05399,Entire home/apt,586,2,263,2022-09-25,3.37,1,61,68,
11608524,Upscale Seascape Townhouse,61444889,Kelly,,Unincorporated Areas,36.95142,-121.87356,Entire home/apt,300,3,42,2022-09-12,0.53,1,194,15,
11637124,"Townhouse - private room w/ bath, walk to beach",8206980,Greg L,,Unincorporated Areas,36.952038,-121.87104,Private room,122,2,43,2022-09-20,0.54,1,165,11,
11654856,Japanese Treat by the Sea,61172688,Chibo,,Unincorporated Areas,36.97044,-121.90455,Entire home/apt,225,2,105,2022-09-05,1.32,2,148,25,
11701521,Privacy and Quiet in the Santa Cruz Mountains,11004452,Zia,,Unincorporated Areas,37.10478,-122.0491,Private room,88,2,24,2020-02-17,0.31,1,47,0,
11755619,"El Nido; a Peaceful, Relaxing, Restorative Retreat",62551116,Chris,,Unincorporated Areas,36.97346,-121.85701,Entire home/apt,145,3,292,2022-09-18,3.94,1,45,31,
11785563,East Cliff Beach Oasis - Luxury Beach Rental,62761851,Shannon,,Unincorporated Areas,36.96133,-121.98563,Entire home/apt,281,3,44,2021-10-04,0.76,1,0,1,
11840714,Seacliff Beach Cottage,51003705,Bailey Property Management,,Unincorporated Areas,36.97502,-121.91738,Entire home/apt,210,2,24,2022-09-18,0.32,36,313,7,
11869699,Timeless Coastal Carriage House,20090279,Jorian,,City of Santa Cruz,36.97172,-122.02927,Entire home/apt,175,1,395,2022-09-12,5.15,1,173,80,
11903282,Treehouse in Vineyard Overlooking Monterey Bay,63495203,Robin,,Unincorporated Areas,37.11132,-121.89656,Entire home/apt,304,1,691,2022-09-07,8.83,2,344,84,
11969015,"Vibrant Hideaway Minutes from Sun, Surf & Redwoods",15867956,Surf City,,Unincorporated Areas,36.97671,-121.91298,Entire home/apt,172,2,251,2022-09-16,3.22,56,150,42,
11973375,Spectacular OV Family Home,11307852,Michael,,City of Capitola,36.96037,-121.96685,Entire home/apt,895,4,1,2018-06-18,0.02,1,270,0,
12018171,Nestled in the trees,19601744,Gary,,Unincorporated Areas,36.99201,-121.94768,Private room,100,4,143,2022-08-22,1.84,1,270,10,
12038970,Pleasure Point Beach House!,29602216,Jackie,,City of Capitola,36.95868,-121.97253,Entire home/apt,397,3,308,2022-09-22,3.89,2,98,42,
12093031,Sunny Harborside Bungalow,64519832,Barbara,,City of Santa Cruz,36.97915,-122.00589,Entire home/apt,141,2,499,2022-09-26,6.33,2,135,98,
12127917,Beautiful Japanese home w/private in-law quarters,65078742,Shinobeau,,Unincorporated Areas,37.09645,-121.99382,Private room,110,1,340,2022-09-25,4.45,1,6,81,
12156331,105/The Aquarius *BEACH FRONT/ HOT TUB* 3 Nt Min Off Season / 7 Nt Summer / 5 Nt Min Holidays,62542564,Kendall & Potter Property Mgmt,,Unincorporated Areas,36.95959,-121.98617,Entire home/apt,553,3,16,2022-08-21,0.28,31,261,6,
12156334,Soaking in Seacliff *Hot Tub*,62542564,Kendall & Potter Property Mgmt,,Unincorporated Areas,36.97529,-121.91761,Entire home/apt,434,2,12,2022-08-07,0.21,31,322,9,
12156348,Lagoon on the Sea #2B *Oceanfront Condo*,62542564,Kendall & Potter Property Mgmt,,Unincorporated Areas,36.95997,-121.98571,Entire home/apt,319,2,3,2022-01-01,0.28,31,281,3,
12156354,Clam Hut *Ocean Front Townhome*,62542564,Kendall & Potter Property Mgmt,,Unincorporated Areas,36.92847,-121.85877,Entire home/apt,319,2,1,2021-01-18,0.05,31,308,0,
12156358,Modern Oasis *Walk to Beach*,62542564,Kendall & Potter Property Mgmt,,City of Capitola,36.95719,-121.97641,Entire home/apt,392,2,13,2022-09-18,0.25,31,349,8,
